CountryCode,IndicatorCode,Year,value,IndicatorType,IndicatorSubType,Gender
URY,SL.IND.EMPL.FE.ZS,2018,8.65999984741211,Employment,Industry,Female
URY,SL.IND.EMPL.FE.ZS,2019,8.59000015258789,Employment,Industry,Female
USA,SL.IND.EMPL.FE.ZS,2000,12.710000038147,Employment,Industry,Female
USA,SL.IND.EMPL.FE.ZS,2001,11.8900003433228,Employment,Industry,Female
USA,SL.IND.EMPL.FE.ZS,2002,10.960000038147,Employment,Industry,Female
USA,SL.IND.EMPL.FE.ZS,2003,10.7600002288818,Employment,Industry,Female
USA,SL.IND.EMPL.FE.ZS,2004,10.4499998092651,Employment,Industry,Female
USA,SL.IND.EMPL.FE.ZS,2005,10.25,Employment,Industry,Female
USA,SL.IND.EMPL.FE.ZS,2006,10.0500001907349,Employment,Industry,Female
USA,SL.IND.EMPL.FE.ZS,2007,10.0600004196167,Employment,Industry,Female
USA,SL.IND.EMPL.FE.ZS,2008,9.60000038146973,Employment,Industry,Female
USA,SL.IND.EMPL.FE.ZS,2009,8.65999984741211,Employment,Industry,Female
USA,SL.IND.EMPL.FE.ZS,2010,8.46000003814697,Employment,Industry,Female
USA,SL.IND.EMPL.FE.ZS,2011,8.72000026702881,Employment,Industry,Female
USA,SL.IND.EMPL.FE.ZS,2012,8.75,Employment,Industry,Female
USA,SL.IND.EMPL.FE.ZS,2013,8.81999969482422,Employment,Industry,Female
USA,SL.IND.EMPL.FE.ZS,2014,8.85999965667725,Employment,Industry,Female
USA,SL.IND.EMPL.FE.ZS,2015,8.82999992370605,Employment,Industry,Female
USA,SL.IND.EMPL.FE.ZS,2016,8.71000003814697,Employment,Industry,Female
USA,SL.IND.EMPL.FE.ZS,2017,8.71000003814697,Employment,Industry,Female
USA,SL.IND.EMPL.FE.ZS,2018,8.77999973297119,Employment,Industry,Female
USA,SL.IND.EMPL.FE.ZS,2019,8.86999988555908,Employment,Industry,Female
UZB,SL.IND.EMPL.FE.ZS,2000,15.9099998474121,Employment,Industry,Female
UZB,SL.IND.EMPL.FE.ZS,2001,15.4899997711182,Employment,Industry,Female
UZB,SL.IND.EMPL.FE.ZS,2002,15.1599998474121,Employment,Industry,Female
UZB,SL.IND.EMPL.FE.ZS,2003,14.8900003433228,Employment,Industry,Female
UZB,SL.IND.EMPL.FE.ZS,2004,14.6499996185303,Employment,Industry,Female
UZB,SL.IND.EMPL.FE.ZS,2005,14.4899997711182,Employment,Industry,Female
UZB,SL.IND.EMPL.FE.ZS,2006,14.3400001525879,Employment,Industry,Female
UZB,SL.IND.EMPL.FE.ZS,2007,14.1899995803833,Employment,Industry,Female
UZB,SL.IND.EMPL.FE.ZS,2008,14.1400003433228,Employment,Industry,Female
UZB,SL.IND.EMPL.FE.ZS,2009,14.0900001525879,Employment,Industry,Female
UZB,SL.IND.EMPL.FE.ZS,2010,14.039999961853,Employment,Industry,Female
UZB,SL.IND.EMPL.FE.ZS,2011,13.9700002670288,Employment,Industry,Female
UZB,SL.IND.EMPL.FE.ZS,2012,13.7700004577637,Employment,Industry,Female
UZB,SL.IND.EMPL.FE.ZS,2013,13.6999998092651,Employment,Industry,Female
UZB,SL.IND.EMPL.FE.ZS,2014,13.6300001144409,Employment,Industry,Female
UZB,SL.IND.EMPL.FE.ZS,2015,13.6000003814697,Employment,Industry,Female
UZB,SL.IND.EMPL.FE.ZS,2016,13.6499996185303,Employment,Industry,Female
UZB,SL.IND.EMPL.FE.ZS,2017,13.9700002670288,Employment,Industry,Female
UZB,SL.IND.EMPL.FE.ZS,2018,13.9099998474121,Employment,Industry,Female
UZB,SL.IND.EMPL.FE.ZS,2019,14.289999961853,Employment,Industry,Female
VCT,SL.IND.EMPL.FE.ZS,2000,8.39999961853027,Employment,Industry,Female
VCT,SL.IND.EMPL.FE.ZS,2001,8.17000007629395,Employment,Industry,Female
VCT,SL.IND.EMPL.FE.ZS,2002,8.02999973297119,Employment,Industry,Female
VCT,SL.IND.EMPL.FE.ZS,2003,8,Employment,Industry,Female
VCT,SL.IND.EMPL.FE.ZS,2004,7.90999984741211,Employment,Industry,Female
VCT,SL.IND.EMPL.FE.ZS,2005,7.76000022888184,Employment,Industry,Female
VCT,SL.IND.EMPL.FE.ZS,2006,7.76999998092651,Employment,Industry,Female
VCT,SL.IND.EMPL.FE.ZS,2007,7.73000001907349,Employment,Industry,Female
VCT,SL.IND.EMPL.FE.ZS,2008,7.57000017166138,Employment,Industry,Female
VCT,SL.IND.EMPL.FE.ZS,2009,7.36999988555908,Employment,Industry,Female
VCT,SL.IND.EMPL.FE.ZS,2010,7.13000011444092,Employment,Industry,Female
VCT,SL.IND.EMPL.FE.ZS,2011,6.98000001907349,Employment,Industry,Female
VCT,SL.IND.EMPL.FE.ZS,2012,6.8600001335144,Employment,Industry,Female
VCT,SL.IND.EMPL.FE.ZS,2013,6.78000020980835,Employment,Industry,Female
VCT,SL.IND.EMPL.FE.ZS,2014,6.65000009536743,Employment,Industry,Female
VCT,SL.IND.EMPL.FE.ZS,2015,6.59000015258789,Employment,Industry,Female
VCT,SL.IND.EMPL.FE.ZS,2016,6.5,Employment,Industry,Female
VCT,SL.IND.EMPL.FE.ZS,2017,6.44000005722046,Employment,Industry,Female
VCT,SL.IND.EMPL.FE.ZS,2018,6.38000011444092,Employment,Industry,Female
VCT,SL.IND.EMPL.FE.ZS,2019,6.30000019073486,Employment,Industry,Female
VEN,SL.IND.EMPL.FE.ZS,2000,12.8199996948242,Employment,Industry,Female
VEN,SL.IND.EMPL.FE.ZS,2001,11.960000038147,Employment,Industry,Female
VEN,SL.IND.EMPL.FE.ZS,2002,11.4899997711182,Employment,Industry,Female
VEN,SL.IND.EMPL.FE.ZS,2003,11.1899995803833,Employment,Industry,Female
VEN,SL.IND.EMPL.FE.ZS,2004,11.0900001525879,Employment,Industry,Female
VEN,SL.IND.EMPL.FE.ZS,2005,11.1499996185303,Employment,Industry,Female
VEN,SL.IND.EMPL.FE.ZS,2006,11.2799997329712,Employment,Industry,Female
VEN,SL.IND.EMPL.FE.ZS,2007,11.75,Employment,Industry,Female
VEN,SL.IND.EMPL.FE.ZS,2008,11.210000038147,Employment,Industry,Female
VEN,SL.IND.EMPL.FE.ZS,2009,10.8800001144409,Employment,Industry,Female
VEN,SL.IND.EMPL.FE.ZS,2010,10.5,Employment,Industry,Female
VEN,SL.IND.EMPL.FE.ZS,2011,10.3500003814697,Employment,Industry,Female
VEN,SL.IND.EMPL.FE.ZS,2012,10.3199996948242,Employment,Industry,Female
VEN,SL.IND.EMPL.FE.ZS,2013,10.1099996566772,Employment,Industry,Female
VEN,SL.IND.EMPL.FE.ZS,2014,9.71000003814697,Employment,Industry,Female
VEN,SL.IND.EMPL.FE.ZS,2015,9.25,Employment,Industry,Female
VEN,SL.IND.EMPL.FE.ZS,2016,8.65999984741211,Employment,Industry,Female
VEN,SL.IND.EMPL.FE.ZS,2017,8.11999988555908,Employment,Industry,Female
VEN,SL.IND.EMPL.FE.ZS,2018,7.59000015258789,Employment,Industry,Female
VEN,SL.IND.EMPL.FE.ZS,2019,7.07999992370605,Employment,Industry,Female
VGB,SL.IND.EMPL.FE.ZS,2000,NA,Employment,Industry,Female
VGB,SL.IND.EMPL.FE.ZS,2001,NA,Employment,Industry,Female
VGB,SL.IND.EMPL.FE.ZS,2002,NA,Employment,Industry,Female
VGB,SL.IND.EMPL.FE.ZS,2003,NA,Employment,Industry,Female
VGB,SL.IND.EMPL.FE.ZS,2004,NA,Employment,Industry,Female
VGB,SL.IND.EMPL.FE.ZS,2005,NA,Employment,Industry,Female
VGB,SL.IND.EMPL.FE.ZS,2006,NA,Employment,Industry,Female
VGB,SL.IND.EMPL.FE.ZS,2007,NA,Employment,Industry,Female
VGB,SL.IND.EMPL.FE.ZS,2008,NA,Employment,Industry,Female
VGB,SL.IND.EMPL.FE.ZS,2009,NA,Employment,Industry,Female
VGB,SL.IND.EMPL.FE.ZS,2010,NA,Employment,Industry,Female
VGB,SL.IND.EMPL.FE.ZS,2011,NA,Employment,Industry,Female
VGB,SL.IND.EMPL.FE.ZS,2012,NA,Employment,Industry,Female
VGB,SL.IND.EMPL.FE.ZS,2013,NA,Employment,Industry,Female
VGB,SL.IND.EMPL.FE.ZS,2014,NA,Employment,Industry,Female
VGB,SL.IND.EMPL.FE.ZS,2015,NA,Employment,Industry,Female
VGB,SL.IND.EMPL.FE.ZS,2016,NA,Employment,Industry,Female
VGB,SL.IND.EMPL.FE.ZS,2017,NA,Employment,Industry,Female
VGB,SL.IND.EMPL.FE.ZS,2018,NA,Employment,Industry,Female
VGB,SL.IND.EMPL.FE.ZS,2019,NA,Employment,Industry,Female
VIR,SL.IND.EMPL.FE.ZS,2000,10.3599996566772,Employment,Industry,Female
VIR,SL.IND.EMPL.FE.ZS,2001,10.1199998855591,Employment,Industry,Female
VIR,SL.IND.EMPL.FE.ZS,2002,9.88000011444092,Employment,Industry,Female
VIR,SL.IND.EMPL.FE.ZS,2003,9.67000007629395,Employment,Industry,Female
VIR,SL.IND.EMPL.FE.ZS,2004,9.51000022888184,Employment,Industry,Female
VIR,SL.IND.EMPL.FE.ZS,2005,9.36999988555908,Employment,Industry,Female
VIR,SL.IND.EMPL.FE.ZS,2006,9.22999954223633,Employment,Industry,Female
VIR,SL.IND.EMPL.FE.ZS,2007,9.13000011444092,Employment,Industry,Female
VIR,SL.IND.EMPL.FE.ZS,2008,9.01000022888184,Employment,Industry,Female
VIR,SL.IND.EMPL.FE.ZS,2009,8.72999954223633,Employment,Industry,Female
VIR,SL.IND.EMPL.FE.ZS,2010,8.60000038146973,Employment,Industry,Female
VIR,SL.IND.EMPL.FE.ZS,2011,8.35000038146973,Employment,Industry,Female
VIR,SL.IND.EMPL.FE.ZS,2012,7.96000003814697,Employment,Industry,Female
VIR,SL.IND.EMPL.FE.ZS,2013,7.76999998092651,Employment,Industry,Female
VIR,SL.IND.EMPL.FE.ZS,2014,7.63000011444092,Employment,Industry,Female
VIR,SL.IND.EMPL.FE.ZS,2015,7.51000022888184,Employment,Industry,Female
VIR,SL.IND.EMPL.FE.ZS,2016,7.40999984741211,Employment,Industry,Female
VIR,SL.IND.EMPL.FE.ZS,2017,7.26000022888184,Employment,Industry,Female
VIR,SL.IND.EMPL.FE.ZS,2018,7.15000009536743,Employment,Industry,Female
VIR,SL.IND.EMPL.FE.ZS,2019,7.03000020980835,Employment,Industry,Female
VNM,SL.IND.EMPL.FE.ZS,2000,10.1199998855591,Employment,Industry,Female
VNM,SL.IND.EMPL.FE.ZS,2001,11.1499996185303,Employment,Industry,Female
VNM,SL.IND.EMPL.FE.ZS,2002,11.6999998092651,Employment,Industry,Female
VNM,SL.IND.EMPL.FE.ZS,2003,12.9700002670288,Employment,Industry,Female
VNM,SL.IND.EMPL.FE.ZS,2004,13.7299995422363,Employment,Industry,Female
VNM,SL.IND.EMPL.FE.ZS,2005,14.7799997329712,Employment,Industry,Female
VNM,SL.IND.EMPL.FE.ZS,2006,15.8999996185303,Employment,Industry,Female
VNM,SL.IND.EMPL.FE.ZS,2007,16.0900001525879,Employment,Industry,Female
VNM,SL.IND.EMPL.FE.ZS,2008,16.4400005340576,Employment,Industry,Female
VNM,SL.IND.EMPL.FE.ZS,2009,16.9699993133545,Employment,Industry,Female
VNM,SL.IND.EMPL.FE.ZS,2010,17.25,Employment,Industry,Female
VNM,SL.IND.EMPL.FE.ZS,2011,16.5599994659424,Employment,Industry,Female
VNM,SL.IND.EMPL.FE.ZS,2012,16.8400001525879,Employment,Industry,Female
VNM,SL.IND.EMPL.FE.ZS,2013,16.9599990844727,Employment,Industry,Female
VNM,SL.IND.EMPL.FE.ZS,2014,17.5,Employment,Industry,Female
VNM,SL.IND.EMPL.FE.ZS,2015,19.3199996948242,Employment,Industry,Female
VNM,SL.IND.EMPL.FE.ZS,2016,20.7700004577637,Employment,Industry,Female
VNM,SL.IND.EMPL.FE.ZS,2017,21.8099994659424,Employment,Industry,Female
VNM,SL.IND.EMPL.FE.ZS,2018,22.5599994659424,Employment,Industry,Female
VNM,SL.IND.EMPL.FE.ZS,2019,23.2800006866455,Employment,Industry,Female
VUT,SL.IND.EMPL.FE.ZS,2000,0.150000005960464,Employment,Industry,Female
VUT,SL.IND.EMPL.FE.ZS,2001,0.159999996423721,Employment,Industry,Female
VUT,SL.IND.EMPL.FE.ZS,2002,0.170000001788139,Employment,Industry,Female
VUT,SL.IND.EMPL.FE.ZS,2003,0.200000002980232,Employment,Industry,Female
VUT,SL.IND.EMPL.FE.ZS,2004,0.239999994635582,Employment,Industry,Female
VUT,SL.IND.EMPL.FE.ZS,2005,0.28999999165535,Employment,Industry,Female
VUT,SL.IND.EMPL.FE.ZS,2006,0.360000014305115,Employment,Industry,Female
VUT,SL.IND.EMPL.FE.ZS,2007,0.639999985694885,Employment,Industry,Female
VUT,SL.IND.EMPL.FE.ZS,2008,1.20000004768372,Employment,Industry,Female
VUT,SL.IND.EMPL.FE.ZS,2009,2.47000002861023,Employment,Industry,Female
VUT,SL.IND.EMPL.FE.ZS,2010,4.40000009536743,Employment,Industry,Female
VUT,SL.IND.EMPL.FE.ZS,2011,4.96000003814697,Employment,Industry,Female
VUT,SL.IND.EMPL.FE.ZS,2012,5.73999977111816,Employment,Industry,Female
VUT,SL.IND.EMPL.FE.ZS,2013,6.69000005722046,Employment,Industry,Female
VUT,SL.IND.EMPL.FE.ZS,2014,7.30000019073486,Employment,Industry,Female
VUT,SL.IND.EMPL.FE.ZS,2015,8.82999992370605,Employment,Industry,Female
VUT,SL.IND.EMPL.FE.ZS,2016,10.0600004196167,Employment,Industry,Female
VUT,SL.IND.EMPL.FE.ZS,2017,10.8100004196167,Employment,Industry,Female
VUT,SL.IND.EMPL.FE.ZS,2018,11.6999998092651,Employment,Industry,Female
VUT,SL.IND.EMPL.FE.ZS,2019,12.539999961853,Employment,Industry,Female
WLD,SL.IND.EMPL.FE.ZS,2000,16.6029780443205,Employment,Industry,Female
WLD,SL.IND.EMPL.FE.ZS,2001,16.3961935874661,Employment,Industry,Female
WLD,SL.IND.EMPL.FE.ZS,2002,15.8213641196859,Employment,Industry,Female
WLD,SL.IND.EMPL.FE.ZS,2003,15.6787582346176,Employment,Industry,Female
WLD,SL.IND.EMPL.FE.ZS,2004,15.8451167578652,Employment,Industry,Female
WLD,SL.IND.EMPL.FE.ZS,2005,16.1461257211857,Employment,Industry,Female
WLD,SL.IND.EMPL.FE.ZS,2006,16.4019270522345,Employment,Industry,Female
WLD,SL.IND.EMPL.FE.ZS,2007,16.7268327992145,Employment,Industry,Female
WLD,SL.IND.EMPL.FE.ZS,2008,16.5746570951861,Employment,Industry,Female
WLD,SL.IND.EMPL.FE.ZS,2009,16.3658489104593,Employment,Industry,Female
WLD,SL.IND.EMPL.FE.ZS,2010,16.4633545703895,Employment,Industry,Female
WLD,SL.IND.EMPL.FE.ZS,2011,16.6418610629569,Employment,Industry,Female
WLD,SL.IND.EMPL.FE.ZS,2012,16.9405890438983,Employment,Industry,Female
WLD,SL.IND.EMPL.FE.ZS,2013,16.7228774630832,Employment,Industry,Female
WLD,SL.IND.EMPL.FE.ZS,2014,16.6065360084074,Employment,Industry,Female
WLD,SL.IND.EMPL.FE.ZS,2015,16.3053693230751,Employment,Industry,Female
WLD,SL.IND.EMPL.FE.ZS,2016,16.0686827184707,Employment,Industry,Female
WLD,SL.IND.EMPL.FE.ZS,2017,15.838786333662,Employment,Industry,Female
WLD,SL.IND.EMPL.FE.ZS,2018,15.8189790422333,Employment,Industry,Female
WLD,SL.IND.EMPL.FE.ZS,2019,15.4334426739011,Employment,Industry,Female
WSM,SL.IND.EMPL.FE.ZS,2000,29.7299995422363,Employment,Industry,Female
WSM,SL.IND.EMPL.FE.ZS,2001,30.25,Employment,Industry,Female
WSM,SL.IND.EMPL.FE.ZS,2002,31.5,Employment,Industry,Female
WSM,SL.IND.EMPL.FE.ZS,2003,32.9599990844727,Employment,Industry,Female
WSM,SL.IND.EMPL.FE.ZS,2004,34.060001373291,Employment,Industry,Female
WSM,SL.IND.EMPL.FE.ZS,2005,35.2799987792969,Employment,Industry,Female
WSM,SL.IND.EMPL.FE.ZS,2006,36.4000015258789,Employment,Industry,Female
WSM,SL.IND.EMPL.FE.ZS,2007,37,Employment,Industry,Female
WSM,SL.IND.EMPL.FE.ZS,2008,37.0400009155273,Employment,Industry,Female
WSM,SL.IND.EMPL.FE.ZS,2009,36.75,Employment,Industry,Female
WSM,SL.IND.EMPL.FE.ZS,2010,37,Employment,Industry,Female
WSM,SL.IND.EMPL.FE.ZS,2011,37.3699989318848,Employment,Industry,Female
WSM,SL.IND.EMPL.FE.ZS,2012,37.3499984741211,Employment,Industry,Female
WSM,SL.IND.EMPL.FE.ZS,2013,37.3499984741211,Employment,Industry,Female
WSM,SL.IND.EMPL.FE.ZS,2014,37.4300003051758,Employment,Industry,Female
WSM,SL.IND.EMPL.FE.ZS,2015,37.5800018310547,Employment,Industry,Female
WSM,SL.IND.EMPL.FE.ZS,2016,37.8300018310547,Employment,Industry,Female
WSM,SL.IND.EMPL.FE.ZS,2017,37.6199989318848,Employment,Industry,Female
WSM,SL.IND.EMPL.FE.ZS,2018,37.1699981689453,Employment,Industry,Female
WSM,SL.IND.EMPL.FE.ZS,2019,37.2299995422363,Employment,Industry,Female
XKX,SL.IND.EMPL.FE.ZS,2000,NA,Employment,Industry,Female
XKX,SL.IND.EMPL.FE.ZS,2001,NA,Employment,Industry,Female
XKX,SL.IND.EMPL.FE.ZS,2002,NA,Employment,Industry,Female
XKX,SL.IND.EMPL.FE.ZS,2003,NA,Employment,Industry,Female
XKX,SL.IND.EMPL.FE.ZS,2004,NA,Employment,Industry,Female
XKX,SL.IND.EMPL.FE.ZS,2005,NA,Employment,Industry,Female
XKX,SL.IND.EMPL.FE.ZS,2006,NA,Employment,Industry,Female
XKX,SL.IND.EMPL.FE.ZS,2007,NA,Employment,Industry,Female
XKX,SL.IND.EMPL.FE.ZS,2008,NA,Employment,Industry,Female
XKX,SL.IND.EMPL.FE.ZS,2009,NA,Employment,Industry,Female
XKX,SL.IND.EMPL.FE.ZS,2010,NA,Employment,Industry,Female
XKX,SL.IND.EMPL.FE.ZS,2011,NA,Employment,Industry,Female
XKX,SL.IND.EMPL.FE.ZS,2012,NA,Employment,Industry,Female
XKX,SL.IND.EMPL.FE.ZS,2013,NA,Employment,Industry,Female
XKX,SL.IND.EMPL.FE.ZS,2014,NA,Employment,Industry,Female
XKX,SL.IND.EMPL.FE.ZS,2015,NA,Employment,Industry,Female
XKX,SL.IND.EMPL.FE.ZS,2016,NA,Employment,Industry,Female
XKX,SL.IND.EMPL.FE.ZS,2017,NA,Employment,Industry,Female
XKX,SL.IND.EMPL.FE.ZS,2018,NA,Employment,Industry,Female
XKX,SL.IND.EMPL.FE.ZS,2019,NA,Employment,Industry,Female
YEM,SL.IND.EMPL.FE.ZS,2000,6.59999990463257,Employment,Industry,Female
YEM,SL.IND.EMPL.FE.ZS,2001,7.28999996185303,Employment,Industry,Female
YEM,SL.IND.EMPL.FE.ZS,2002,8.02999973297119,Employment,Industry,Female
YEM,SL.IND.EMPL.FE.ZS,2003,8.76000022888184,Employment,Industry,Female
YEM,SL.IND.EMPL.FE.ZS,2004,9.4399995803833,Employment,Industry,Female
YEM,SL.IND.EMPL.FE.ZS,2005,9.97999954223633,Employment,Industry,Female
YEM,SL.IND.EMPL.FE.ZS,2006,10.5500001907349,Employment,Industry,Female
YEM,SL.IND.EMPL.FE.ZS,2007,11.2299995422363,Employment,Industry,Female
YEM,SL.IND.EMPL.FE.ZS,2008,12.0100002288818,Employment,Industry,Female
YEM,SL.IND.EMPL.FE.ZS,2009,13.0500001907349,Employment,Industry,Female
YEM,SL.IND.EMPL.FE.ZS,2010,14.0699996948242,Employment,Industry,Female
YEM,SL.IND.EMPL.FE.ZS,2011,13.6499996185303,Employment,Industry,Female
YEM,SL.IND.EMPL.FE.ZS,2012,13.5299997329712,Employment,Industry,Female
YEM,SL.IND.EMPL.FE.ZS,2013,13.1800003051758,Employment,Industry,Female
YEM,SL.IND.EMPL.FE.ZS,2014,12.5600004196167,Employment,Industry,Female
YEM,SL.IND.EMPL.FE.ZS,2015,12.8500003814697,Employment,Industry,Female
YEM,SL.IND.EMPL.FE.ZS,2016,12.9499998092651,Employment,Industry,Female
YEM,SL.IND.EMPL.FE.ZS,2017,12.9399995803833,Employment,Industry,Female
YEM,SL.IND.EMPL.FE.ZS,2018,12.9300003051758,Employment,Industry,Female
YEM,SL.IND.EMPL.FE.ZS,2019,13.0799999237061,Employment,Industry,Female
ZAF,SL.IND.EMPL.FE.ZS,2000,14.960000038147,Employment,Industry,Female
ZAF,SL.IND.EMPL.FE.ZS,2001,14.710000038147,Employment,Industry,Female
ZAF,SL.IND.EMPL.FE.ZS,2002,14.3100004196167,Employment,Industry,Female
ZAF,SL.IND.EMPL.FE.ZS,2003,14.1499996185303,Employment,Industry,Female
ZAF,SL.IND.EMPL.FE.ZS,2004,13.9200000762939,Employment,Industry,Female
ZAF,SL.IND.EMPL.FE.ZS,2005,13.6099996566772,Employment,Industry,Female
ZAF,SL.IND.EMPL.FE.ZS,2006,13.2700004577637,Employment,Industry,Female
ZAF,SL.IND.EMPL.FE.ZS,2007,13.0900001525879,Employment,Industry,Female
ZAF,SL.IND.EMPL.FE.ZS,2008,13.1000003814697,Employment,Industry,Female
ZAF,SL.IND.EMPL.FE.ZS,2009,13.1000003814697,Employment,Industry,Female
ZAF,SL.IND.EMPL.FE.ZS,2010,13.0100002288818,Employment,Industry,Female
ZAF,SL.IND.EMPL.FE.ZS,2011,12.9399995803833,Employment,Industry,Female
ZAF,SL.IND.EMPL.FE.ZS,2012,12.25,Employment,Industry,Female
ZAF,SL.IND.EMPL.FE.ZS,2013,12.3999996185303,Employment,Industry,Female
ZAF,SL.IND.EMPL.FE.ZS,2014,12.0299997329712,Employment,Industry,Female
ZAF,SL.IND.EMPL.FE.ZS,2015,11.7299995422363,Employment,Industry,Female
ZAF,SL.IND.EMPL.FE.ZS,2016,11.9099998474121,Employment,Industry,Female
ZAF,SL.IND.EMPL.FE.ZS,2017,12.210000038147,Employment,Industry,Female
ZAF,SL.IND.EMPL.FE.ZS,2018,11.6199998855591,Employment,Industry,Female
ZAF,SL.IND.EMPL.FE.ZS,2019,11.9899997711182,Employment,Industry,Female
ZMB,SL.IND.EMPL.FE.ZS,2000,3.09999990463257,Employment,Industry,Female
ZMB,SL.IND.EMPL.FE.ZS,2001,3.05999994277954,Employment,Industry,Female
ZMB,SL.IND.EMPL.FE.ZS,2002,3.05999994277954,Employment,Industry,Female
ZMB,SL.IND.EMPL.FE.ZS,2003,3.0699999332428,Employment,Industry,Female
ZMB,SL.IND.EMPL.FE.ZS,2004,3.08999991416931,Employment,Industry,Female
ZMB,SL.IND.EMPL.FE.ZS,2005,3.09999990463257,Employment,Industry,Female
ZMB,SL.IND.EMPL.FE.ZS,2006,3.00999999046326,Employment,Industry,Female
ZMB,SL.IND.EMPL.FE.ZS,2007,2.92000007629395,Employment,Industry,Female
ZMB,SL.IND.EMPL.FE.ZS,2008,2.84999990463257,Employment,Industry,Female
ZMB,SL.IND.EMPL.FE.ZS,2009,3.09999990463257,Employment,Industry,Female
ZMB,SL.IND.EMPL.FE.ZS,2010,3.30999994277954,Employment,Industry,Female
ZMB,SL.IND.EMPL.FE.ZS,2011,3.63000011444092,Employment,Industry,Female
ZMB,SL.IND.EMPL.FE.ZS,2012,3.94000005722046,Employment,Industry,Female
ZMB,SL.IND.EMPL.FE.ZS,2013,4.03000020980835,Employment,Industry,Female
ZMB,SL.IND.EMPL.FE.ZS,2014,4.1399998664856,Employment,Industry,Female
ZMB,SL.IND.EMPL.FE.ZS,2015,4.23999977111816,Employment,Industry,Female
ZMB,SL.IND.EMPL.FE.ZS,2016,4.30999994277954,Employment,Industry,Female
ZMB,SL.IND.EMPL.FE.ZS,2017,4.32999992370605,Employment,Industry,Female
ZMB,SL.IND.EMPL.FE.ZS,2018,4.26999998092651,Employment,Industry,Female
ZMB,SL.IND.EMPL.FE.ZS,2019,4.30000019073486,Employment,Industry,Female
ZWE,SL.IND.EMPL.FE.ZS,2000,4.38000011444092,Employment,Industry,Female
ZWE,SL.IND.EMPL.FE.ZS,2001,4.28999996185303,Employment,Industry,Female
ZWE,SL.IND.EMPL.FE.ZS,2002,4.1399998664856,Employment,Industry,Female
ZWE,SL.IND.EMPL.FE.ZS,2003,3.99000000953674,Employment,Industry,Female
ZWE,SL.IND.EMPL.FE.ZS,2004,3.72000002861023,Employment,Industry,Female
ZWE,SL.IND.EMPL.FE.ZS,2005,3.4300000667572,Employment,Industry,Female
ZWE,SL.IND.EMPL.FE.ZS,2006,3.69000005722046,Employment,Industry,Female
ZWE,SL.IND.EMPL.FE.ZS,2007,3.36999988555908,Employment,Industry,Female
ZWE,SL.IND.EMPL.FE.ZS,2008,3.26999998092651,Employment,Industry,Female
ZWE,SL.IND.EMPL.FE.ZS,2009,3.21000003814697,Employment,Industry,Female
ZWE,SL.IND.EMPL.FE.ZS,2010,3.11999988555908,Employment,Industry,Female
ZWE,SL.IND.EMPL.FE.ZS,2011,3.04999995231628,Employment,Industry,Female
ZWE,SL.IND.EMPL.FE.ZS,2012,2.76999998092651,Employment,Industry,Female
ZWE,SL.IND.EMPL.FE.ZS,2013,2.47000002861023,Employment,Industry,Female
ZWE,SL.IND.EMPL.FE.ZS,2014,2.24000000953674,Employment,Industry,Female
ZWE,SL.IND.EMPL.FE.ZS,2015,2.15000009536743,Employment,Industry,Female
ZWE,SL.IND.EMPL.FE.ZS,2016,2.07999992370605,Employment,Industry,Female
ZWE,SL.IND.EMPL.FE.ZS,2017,2.00999999046326,Employment,Industry,Female
ZWE,SL.IND.EMPL.FE.ZS,2018,1.95000004768372,Employment,Industry,Female
ZWE,SL.IND.EMPL.FE.ZS,2019,1.92999994754791,Employment,Industry,Female
ABW,SL.IND.EMPL.MA.ZS,2000,NA,Employment,Industry,Male
ABW,SL.IND.EMPL.MA.ZS,2001,NA,Employment,Industry,Male
ABW,SL.IND.EMPL.MA.ZS,2002,NA,Employment,Industry,Male
ABW,SL.IND.EMPL.MA.ZS,2003,NA,Employment,Industry,Male
ABW,SL.IND.EMPL.MA.ZS,2004,NA,Employment,Industry,Male
ABW,SL.IND.EMPL.MA.ZS,2005,NA,Employment,Industry,Male
ABW,SL.IND.EMPL.MA.ZS,2006,NA,Employment,Industry,Male
ABW,SL.IND.EMPL.MA.ZS,2007,NA,Employment,Industry,Male
ABW,SL.IND.EMPL.MA.ZS,2008,NA,Employment,Industry,Male
ABW,SL.IND.EMPL.MA.ZS,2009,NA,Employment,Industry,Male
ABW,SL.IND.EMPL.MA.ZS,2010,NA,Employment,Industry,Male
ABW,SL.IND.EMPL.MA.ZS,2011,NA,Employment,Industry,Male
ABW,SL.IND.EMPL.MA.ZS,2012,NA,Employment,Industry,Male
ABW,SL.IND.EMPL.MA.ZS,2013,NA,Employment,Industry,Male
ABW,SL.IND.EMPL.MA.ZS,2014,NA,Employment,Industry,Male
ABW,SL.IND.EMPL.MA.ZS,2015,NA,Employment,Industry,Male
ABW,SL.IND.EMPL.MA.ZS,2016,NA,Employment,Industry,Male
ABW,SL.IND.EMPL.MA.ZS,2017,NA,Employment,Industry,Male
ABW,SL.IND.EMPL.MA.ZS,2018,NA,Employment,Industry,Male
ABW,SL.IND.EMPL.MA.ZS,2019,NA,Employment,Industry,Male
AFG,SL.IND.EMPL.MA.ZS,2000,9.15999984741211,Employment,Industry,Male
AFG,SL.IND.EMPL.MA.ZS,2001,8.71000003814697,Employment,Industry,Male
AFG,SL.IND.EMPL.MA.ZS,2002,9.75,Employment,Industry,Male
